"idLU"	"name"	"senseDescription"
25295	go out with.v	FN: to participate in a social event with (someone)
25296	date.n	FN: a social engagement arranged with another person at a previous time
25297	large.a	FN: above average in size
25298	big.a	FN: large in size
25299	huge.a	FN: particularly or surprisingly large
25300	small.a	FN: below average in size
25301	tiny.a	FN: very small
25302	little.a	FN: small in size
25303	enormous.a	FN: of overwhelming size.
25304	great.a	FN: exceptionally large
25305	infinitesimal.a	FN: smaller than the smallest
25306	gigantic.a	FN: occupying a very large amount of space
25307	giant.a	FN: of unusually large size
25308	miniature.a	"FN: of a smaller size than ' normal' ; often, compared to a ""regular sized"" object"
25309	grand.a	FN: great in size; usually also of impressive appearance
25310	immense.a	FN: of vast or great size
25311	miniscule.a	FN: of a particularly small size
25312	massive.a	FN: very large in size, weight, or amount
25313	sizable.a	FN: of considerable size; rather large
25314	substantial.a	FN: of considerable size, quantity, or amount
25315	ample.a	FN: large (more than sufficient) in size or amount
25316	bulky.a	FN: of relatively large size (and thus generally cumbersome)
25317	capacious.a	FN: capable of holding a lot
25318	colossal.a	FN: of extraordinary size
25319	humongous.a	FN: of extraordinary size
25320	immeasurable.a	FN: incapable of being measured due to great size
25321	voluminous.a	FN: of great volume, size or extent
25322	jumbo.a	FN: very large
25323	mini.a	FN: small; an abbreviated form of miniature
25324	petite.a	FN: small, slim
25325	wee.a	FN: small; baby-like
25326	bitty.a	FN: a diminutive size
25327	puny.a	FN: of a diminutive size
25328	Brobdingnagian.a	FN: of tremendous size
25329	Lilliputian.a	FN: of extremely small size
25330	medium.a	FN: about midway between extremes in size
25331	mid-size.a	FN: of intermediate size
25332	medium-sized.a	FN: neither very large nor very small
25333	warm.a	FN: able to keep the user at a comfortable level of body heat
25334	toasty.a	FN: able to keep very warm
25335	mine.v	FN: the extraction of a valuable resource from the earth. 
25336	miner.n	FN: an entity that extracts a valuable resource from the earth.
25337	extract.v	FN: the process of removing resources from the earth.
25338	hot.a	FN: an uncomfortable level of heat
25339	warm.a	FN: comfortable in terms of body heat
25340	cool.a	FN: comfortable in a lower temperature
25341	cold.a	FN: uncomfortably low body heat
25342	burn up.v	FN: to be unnaturally, excessively warm
25343	freezing.a	FN: extremely cold
25344	window.n	FN: a time period that allows an action to occur
25345	itch.v	FN: cause an uncomfortable bodily sensation that makes one wish to scratch
25346	scratch.v	FN: relieve an unpleasant bodily sensation by minor abrasion of the surface of the skin, often with fingernails.
25347	tickle.v	FN: cause to experience a sensation that generates amusement and/or uncontrollable movement away from the stimulus by light physical contact.
25348	rub.v	FN: apply deep pressure to muscles and/or joints to bring relief from soreness.
25349	massage.v	FN: apply pressure to muscles and/or joints to relieve pain or soreness.
25350	chafe.v	FN: rub unpleasantly, causing to experience a feeling of constriction.
25351	hurt.v	FN: to cause pain in a body part
25352	try.v	FN: to engage in part or all of the eating process (in order to determine the quality of a food)
25353	taste.v	FN: to gauge gustatory sensations from a food item
25354	try.v	FN: to do something (in order to make an assessment)
25355	test out.v	FN: to use something for the first time (to make an assessment)
25356	try out.v	FN: to do something for the first time (to make an assessment)
25357	opportunity.n	FN: a favorable, circumstancial situation in which a situation can be pursued or attained.
25358	chance.n	FN: an exhaustible state of being able to pursue or attain a situation
25359	opportune.a	FN: presenting a situation in which someone is able to do something they want.
25360	break.n	FN: an assiduously sought-after opportunity enabling fulfillment of a deep desire to participate in some particular life-path.
25361	chance.n	FN: the likelihood of an event happening
25362	odds.n	FN: ratio describing the probability of an outcome
25363	probability.n	FN: likelihood of an event occuring
25364	likelihood.n	FN: characterization of whether or not an event occurs
25365	significance.n	FN: characterization of whether an event occurs randomly
25366	chances.n	FN: the likelihood of an event happening
25367	repay.v	FN: to give money to someone in return for a prior loan
25368	repayment.n	FN: the act of giving money to return a debt
25369	pay back.v	FN: to give money to someone in return for a loan
25370	mature.v	FN: be due for payment
25371	maturity.n	FN: the date at which a security is due for payment
25372	endow.v	FN: having conditions fulfilled obligating payment 
25373	popular.a	FN: accepted as desirable to a group of (often young) people
25374	cool.a	FN: desirable, worthy of emulation or acquisition
25375	in.a	FN: in a state of temporary social acceptability
25376	in demand.a	FN: popular 
25377	hot.a	FN: regarded as desirable or popular, according to aesthetic, non-aesthetic, temporal, or categorical factors.
25378	officer.n	FN: person who holds a position of authority or responsibility in the army, navy, air force, government, or a corporation, or who is a member of a police department
25379	general.n	FN: a commissioned officer of the military at the top of the rank structure
25380	captain.n	FN: a licensed mariner who has the highest rank of command on a vessel
25381	president.n	FN: an elected official with governing power over a republican state, university, or company
25382	bishop.n	FN: a senior member of the Christian clergy, usually in charge of a diocese and empowered to confer holy orders
25383	chairman.n	FN: a person in charge of a meeting, committee, company, or other organization
25384	chairperson.n	FN: a chairman or chairwoman (used as a neutral alternative)
25385	chief.n	FN: the head of an organization
25386	commander.n	FN: a person in authority, especially in a military context
25387	commissioner.n	FN: the head of a public organization
25388	congressman.n	FN: a male official who is a member of congress, and especially of the US House of Representatives
25389	congresswoman.n	FN: a female official who is a member of congress, and especially of the US House of Representatives
25390	director.n	FN: person who is in charge of an activity, department, or organization
25391	duchess.n	FN: the wife/widow of a duke, or a woman holding a rank equivalent to duke
25392	emperor.n	FN: the ruler of an empire
25393	empress.n	FN: the female ruler of an empire, or the wife/widow of an emperor
25394	executive.n	FN: the head of a business, law, or government agency
25395	governor.n	FN: head of a public institution or a state, district, etc.
25396	headmaster.n	FN: chiefly Brit. a male head teacher
25397	imam.n	FN: the person who leads prayers in a mosque
25398	kaiser.n	FN: the German Emperor, the Emperor of Austria, or the head of the Holy Roman Empire
25399	king.n	FN: the male ruler of an independent state, especially one who inherits the position by right of birth
25400	leader.n	FN: the person who leads, commands, or precedes a group, organization, or country
25401	legislator.n	FN: an elected official working in the legislature; one who makes the laws
25402	maharaja.n	FN: historical. an Indian prince
25403	mayor.n	FN: the elected head of the municipal corporation of a city or borough
25404	minister.n	FN: a head of an administrative government department
25405	mogul.n	FN: a powerful head of a major company, especially with respect to a particular industry
25406	monarch.n	FN: a sovereign head of state, especially a king, queen, or emperor
25407	official.n	FN: a person holding public office or having official duties
25408	premier.n	FN: a Prime Minister or other head of government
25409	prince.n	FN: in terms of a monarchical government, the royal heir to kingship
25410	principal.n	FN: the head or senior person in an organization or group, especially a school or college
25411	queen.n	FN: the female ruler of an independent state, especially one who inherits the position by right of birth
25412	representative.n	FN: a politician that represents a constituent in a democratic government
25413	secretary.n	FN: the person in charge of a subsection of the government, i.e. the Secretary of Defense
25414	shah.n	FN: formerly, a title of the monarch of Iran
25415	sheik.n	FN: an Arab leader, especially the chief or head of a tribe, family, or village
25416	sultan.n	FN: a Muslim sovereign
25417	superintendent.n	FN: a person who oversees or directs some work, enterprise, district or institution
25418	supervisor.n	FN: person in charge of a limited jurisdiction, often a county or city
25419	tsar.n	FN: an emperor of Russia before 1917
25420	mother.n	FN: the superior of a religious community of women
25421	father.n	FN: a priest (used especially as a title)
25422	doctor.n	FN: a person who is qualified to practice medicine
25423	dr.n	FN: abbreviation for doctor
25424	mr.n	FN: abbreviation for mister; a respectful title that precedes a man' s name or position
25425	mrs.n	FN: originally an abbreviation for mistress; a respectful title that precedes the name of a married woman
25426	ms.n	FN: a respectful title that precedes a woman' s name or position (and which does not indicate marital status)
25427	miss.n	FN: a respectful title that precedes the name of a unmarried woman
25428	child.n	FN: a son or daughter of any age
25429	aunt.n	FN: the sister of one' s father or mother or the wife of one' s uncle
25430	uncle.n	FN: the brother of one' s father or mother or the husband of one' s aunt
25431	sister.n	FN: a female member of a religious community that observes vows of poverty, chastity, and obedience
25432	brother.n	FN: a male member of a religious organization that has a priesthood
25433	cousin.n	FN: a child of one' s uncle or aunt
25434	exercise.v	FN: to engage in activities which maintain or improve the state of one' s body
25435	work out.v	FN: improve physical strength through directed activity
25436	exercise.n	COD: an activity requiring physical effort carried out for the sake of health and fitness. 
25437	success [person].n	FN: a person who achieves prosperity or renown after the efforts of an endeavor
25438	success [event].n	FN: a long term event in which the partipant or participants achieve prosperity or renown to the degree expected of the event
25439	success [state].n	FN: the state of prosperity and renown appropriate to a certain endeavor
25440	successful.a	FN: being in a state of prosperity or renown (according to the goals of an endeavor)
25441	make it.v	FN: come to achieve prosperity or renown
25442	arrive.v	FN: come to achieve prosperity or renown after some period of time
25443	succeed.v	FN: achieve the state of prosperity and/or renown.
25444	rapid.a	FN: occuring at a higher than expected rate (especially of abstractions)
25445	rapidly.adv	FN: at a higher than expected rate
25446	fast.a	FN: occuring at a higher than expected rate
25447	rate.n	FN: how much a given quantity changes with respect to another quantity
25448	door.n	FN: a swinging barrier between the interior and exterior of a vehicule. 
25449	window.n	FN: an opening in the wall of a vehicule that usually contains glass. 
25450	seat.n	FN: the interior location designed to seat passengers travelling in a vehicule. 
25451	seatbelt.n	FN: a belt used to secure someone into the seat of a vehcule. 
25452	tire.n	FN: the circular, air-inflated, and (usually) rubber component of the vehicule which permits the vehicule to touch the ground and move forward. 
25453	wheel.n	FN: the part of the vehicule which holds a tire. 
25454	brake.n	FN: a device that is used to slow down or stop a moving vehicule. 
25455	engine.n	FN: the component of the vehicule that provides the necessary power for the motion of the vehicule. 
25456	hood.n	FN: the hinged barrier at the front of a vehicule which serves to cover the engine compartment. 
25457	trunk.n	FN: a part of the vehicule, generally at the posterior end of the vehicule, which is commonly used as storage space. The trunk may be covered by a hinged barrier.
25458	part.n	FN: a component of a vehicle that has a distinct function
25459	windshield.n	FN: the a pane of glass at the front of a vehicle, used for blocking wind.
25460	rate.n	FN: a numerical representation of the comparison of two numbers
25461	rate.n	FN: the scale along which the total cost of a transaction is calculated
25462	rate.n	FN: a number comparing a quantity of something relative to a more general group
25463	complex.a	FN: a highly intricate arrangement of the subparts or units of a larger entity
25464	simple.a	FN: a minimally intricate arrangement of the subparts or units within an entity or system. 
25465	byzantine.a	FN: an overly intricate arrangement or plan. 
25466	dynamic.a	FN: characterized by energy or effective action; vigorously active or forceful
25467	dynamism.n	FN: great energy, force, or power; vigor
25468	energetic.a	FN: possessing or showing energy, esp. in abundance; vigorous
25469	energy.n	FN: available power or the exertion of such power
25470	intense.a	FN: existing at an extreme degree or exhibiting a high degree (ex. of strength)
25471	intensity.n	FN: the quality or condition of being intense
25472	lazy.a	FN: averse to work, activity, or exertion
25473	laziness.n	FN: the quality or condition of being lazy
25474	lethargic.a	FN: relating to lethargy; drowsy, sluggish and/or apathetic
25475	lethargy.n	FN: the quality or state of being drowsy, unenergetic, and/or apathetic
25476	sluggish.a	FN: indisposed to action or exertion; unenergetic
25477	sluggishness.n	FN: the quality or condition of being sluggish
25478	stamina.n	FN: strength of physical constitution; power to endure
25479	vibrant.a	FN: vigorous and energetic
25480	vigorous.a	FN: energetic or forceful
25481	vigor.n	FN: active strength or force, or energetic activity
25482	power.n	FN: the influence that an entity has over others
25483	authority.n	FN: the influence or power that an entity has over events and/or others
25484	jurisdiction.n	FN: the authority that an entity has over events, territories, and/or others
25485	sway.n	FN: influence or power held by a party, often discussed informally. 
25486	dominion.n	FN: the power or right of governing and controlling
25487	part.n	FN: an object that serves a distinct function in a complex artifact, especially of machines.
25488	use.v	FN: deplete a portion of an exhaustible commodity
25489	spend.v	FN: expend a portion of a commodity
25490	strike.v	FN: delete from a written record by drawing a line through or erasing
25491	delete.v	FN: remove from a store of information, often electronic
25492	erase.v	FN: irrevocably remove from a document
25493	expunge.v	FN: erase, strike, or blot out
25494	kill.v	FN: remove or delete from a store of information
25495	strike.v	FN: (of a less powerful group) to carry out an activity intended to change the actions or policies of a more powerful group or organization, usually involving disruption of the normal funtions of the more powerful group
25496	strike.n	FN: an activity carried out by a less powerful group intended to change the actions or policies of a more powerful group or organization, usually involving disruption of the normal functions of the more powerful group
25497	walk-out.n	FN: a strike action in which workers or students abruptly leave their normal posts. (See Political_actions.strike.n)
25498	style.n	FN: a general form that an artwork resembles
25499	sound.n	FN: a style of a piece of music
25500	look.n	FN: a style of a fashon designer
25501	order.n	FN: a style of classical architechture 
25502	in the face of.prep	FN: despite opposition or adversity 
25503	in face of.prep	FN despite opposition or adversity. Note: this MWE is a truncated form of the LU ' in_the_face_of.prep'  that is commonly used in media. 
25504	despite.prep	FN: in spite of, notwithstanding
25505	amidst.prep	FN: in the middle of; surrounded by
25506	trace.n	FN: an indication that something happened
25507	track.n	FN: mark left by the paw, foot, shoe, tire, or other locomotive appendage or apparatus that results from passage of some creature or vehicle moving through a location.
25508	trail.n	FN: collection of changes along an inferred continuous line that indicate the path taken by a moving entity.
25509	wake.n	FN: the noticeable disruption of water that results from the passage of watercraft or (rarely) water animals and remains for some time after the passage.
25510	contrail.n	FN: the visible particles in air left behind by passing jet engines and rockets.
25511	vestige.n	FN: a detectable indication that some entity had been present (at some location).
25512	strike.v	FN: a phenomenon has a transient effect upon an experiencer causing some type of cognitive evaluation or response. 
25513	hit.v	FN: a phenomenon has a transient effect upon an experiencer causing some type of cognitive evaluation or response.
25514	strike [baseball].n	FN: an event in baseball, wherein a batter swings at a ball and misses
25515	strike [bowling].n	FN: an event in bowling, wherein the player knocks down all 10 pins with the first ball of a frame
25516	serve.n	FN: In tennis, the initial hitting of the ball during a point.
25517	trace.n	FN: the path created by the movement of information along two axes of a graph
25518	plot.n	FN: the pattern of many pieces of data marked on a graph
25519	serve.v	FN: to carry out a functions and duties (for a finite amount of time) associated with an role or office.
25520	serve.v	FN: to function as
25521	line.n	FN: a group of related products created by a company
25522	collection.n	FN: a set of realted items produced by a company
25523	relevant.a	FN: having to do with the immediate topic of interest
25524	irrelevant.a	FN: not connected to a salient topic
25525	pertinent.a	FN: significant in terms of the current topic of discussion
25526	play (into).v	FN: to be relevant for
25527	great.a	FN: particularly adept, influentual, or important
25528	notable.a	FN: worthy of mention
25529	state.n	FN: general descriptive term of a phase of matter. 
25530	phase.n	FN: a general term for the phase of matter. 
25531	subsist.v	FN: continue to live
25532	live (on).v	FN: survive a situation by using or consuming.
25533	live.v	FN: to carry out actions for a long time (in accordance to some manner or style)
25534	lifestyle.n	FN: a regular pattern of behaviors and environment that a person carries out for a period of time
25535	life.n	FN: the general set of behaviors and experiences that characterize a person' s existence over a period of time.
25536	manner.n	FN: the way in which an action is conducted by an agent. 
25537	way.n	FN: an abstract word that describes how something gets done. 
25538	live.v	FN: to live under certain conditions for an extended period of time
25539	way.n	FN: the trajectory that will lead a theme from some prior location to a desire or intended goal. 
25540	life.n	FN: biological organisms viewed collectively
25541	lifeform.n	FN: an entity having or seeming to have life
25542	organism.n	FN: an living organic entity
25543	human.a	FN: having the characteristic of being a person
25544	life.n	FN: spirit, energy, vitality
25545	vim.n	FN: energy and vitality
25546	spirit.n	FN: energy and persistence
25547	fool.v	FN: to deceive, often so that the victim seems ridiculous
25548	mislead.v	FN: to deceive, to lead to an incorrect conclusion or judgment.
25549	deceive.v	FN: to cause to come to an incorrect judgment or conclusion.
25550	trick.v	FN: to deceive.
25551	deception.n	FN: an act of deceiving someone.
25552	get.v	"FN: To succeed in deceiving. Normally used humorously. Normally occurs in past-tense and involves speech participants, e.g. ""You got me"" or ""I totally got you""."
25553	fall for.v	FN: be deceived; come to have false beliefs or come to an incorrect conclusion as a result of deception.
25554	swallow.v	FN: accept without question.
25555	deceit.n	FN: an act of deceiving
25556	deception.n	FN: an act of deceiving
25557	see (through).v	FN: understand that someone is attempting to deceive.
25558	detonate.v	FN: cause a explosive device to explode as intended.
25559	explode.v	FN: cause to explode.
25560	detonation.n	FN: the act of setting off an explosive.
25561	blow.v	FN: detonate (an explosive).
25562	blow up.v	FN: cause to explode.
25563	cache.n	FN: a secret supply.
25564	stash.n	FN: a supply.
25565	explosion.n	FN: an event of a bomb or similar weapon detonating.
25566	explode.v	FN: expand rapidly, causing damage and injury.
25567	detonate.v	FN: explode
25568	detonation.n	FN: the event of an explosive device going off.
25569	blast.n	FN: loud explosion.
25570	blow.v	FN: explode.
25571	blow up.v	FN: explode.
25572	trap.n	FN: a device or strategy to mislead and cause harm.
25573	snare.n	FN: a means to deceive and entrap.
25574	trigger.v	FN: cause a device to activate or operate.
25575	set off.v	FN: trigger or activate.
25576	appear.v	FN: come into view; become visible or noticeable
25577	insurgence.n	FN: an armed uprising.
25578	insurgency.n	FN: an uprising or rebellion, often violent.
25579	insurgent.n	FN: a person participating in a violent rebellion.
25580	rebel.v	FN: act, often violently, in opposition to the existing order.
25581	insurge.v	FN: rise up in rebellion.
25582	rebel.n	FN: a person fighting to change the leadership in a nation.
25583	revolutionary.n	FN: a person participating in a revolution.
25584	prank.n	FN: a trick intended to cause amusement and sometimes harm.
25585	practical joke.n	FN: a trick intended to cause amusement or embarrassment, often with a physical element.
25586	demonstration.n	FN: public display and expression of support of or opposition to an issue.
25587	demonstrate.v	FN: participate in a gathering to express opinions regarding an issue.
25588	protest.n	FN: a public display to support or oppose an idea or take a stance on an issue.
25589	protest.v	FN: display, often in a group, support or opposition towards an idea or proposal.
25590	protester.n	FN: a person who demonstrates their support or opposition to an idea.
25591	detachment.n	FN: a portion of a military (or similar) organization separated and assigned a task.
25592	detail.n	FN: a (often small) group temporarily set aside from a larger military or police organization for a set task.
25593	founder.v	FN: Fail; Go under
25594	close its doors.v	FN:A business location (or multiple locations) are closed permanently.
25595	close down.v	FN: An Entity closes its physical locales and ceases operation.
25596	entourage.n	FN: a group of people attending to an important or famous individual.
25597	retinue.n	FN: a group accompanying and sometimes advising an important person.
25598	tail.n	FN: followers; a retinue.
25599	train.n	FN: followers.
25600	known.a	FN: considered true.
25601	suspected.a	FN: believed to be possibly true.
25602	presumed.a	FN: assumed to be true absent evidence to the contrary.
25603	possible.a	FN: believed to be possible.
25604	convoy.n	FN: a group of vehicles transporting items.
25605	train.n	FN: a collection of vehicles and possibly individuals for transporting items.
25606	combatant.n	FN: a person fighting in a (military) conflict.
25607	militant.n	FN: a person in a military conflict.
25608	fighter.n	FN: a combatant.
25609	belligerent.n	FN: a person on a side in a conflict (often a war).
25610	hostile.n	FN: enemy combatant.
25611	guerrilla.n	COD: a member of a small independent group taking part in irregular warfare, typically against larger regular forces.
25612	armor.n	FN: a solid layer of protection against attacks.
25613	mail.n	FN: armor composed of interlinked rings.
25614	bulletproof vest.n	FN: armor that covers the torso and back, providing protection against bullets and other projectiles.
25615	greaves.n	FN: armor for the shins.
25616	flak jacket.n	FN: a bullet-proof jacket.
25617	plate.n	FN: plate armor.
25618	man.v	FN: work at an assigned location.
25619	staff.v	FN: work on a staff.
25620	work.v	FN: perform a duty at an assigned location.
25621	level.n	FN: An amount or quantity of substance.
25622	amount.n	FN: a quantity
25623	quantity.n	FN: an amount 
25624	number.n	FN: A calculated count; also, an estimate. Ex: The number was at least 1000. Ex: The number of peaches was 175.
25625	extent.n	FN: amount, usually of something that is not measured numerically.: I will help you to the extent that I can, but I can' t promise you that I will succeed. 
25626	degree.n	FN: Extent, amount, often used of abstract entities: degree of involvement, degree of participation
25627	patrol.v	FN: search an area to ensure safety or check for unexpected or undesirable situations.
25628	police.v	FN: search an area to ensure safety and legal conduct.
25629	patrol [act].n	FN: an act of patrolling.
25630	patrol [entity].n	FN: a group engaged in patrolling.
25631	appear.v	FN: be visible (under certain circumstances)
25632	occur.v	FN: (of intangibles) be observable (in some conditions)
25633	found.a	FN: exist (in some place)
25634	non-combatant.n	FN: a non-participant in a military conflict.
25635	civilian.n	FN: a person not a member of the armed forces.
25636	civvie.n	FN: a civilian.
25637	appear.v	FN:  (Of a text) To be prepared for and issued to the public.
25638	publish.v	FN: make publicly available, us. of printed works.
25639	release.v	FN: make (a record, song, or movie) publicly available.
25640	release [event].n	FN: the appearance of a new work.
25641	publication.n	FN: making a work (generally a written text) publicly available.
25642	put out.v	FN: make publicly available.
25643	close.v	FN: A locale ceases to be available for use.
25644	shut down.v	FN: Close a locale permanently.
25645	fail.v	An endeavor seaces to be feasible.
25646	flop.v	Fail to perform well.
25647	collapse.v	FN: Fall apart metaphorically so as to be unable to continue operation.
25648	fold.v	FN: An entity, usually a business, ceases to operate.
25649	go under.v	FN: A business ceases to operate.
25650	go bust.v	FN: A business entity becomes bankrupt.
25651	roadside bomb.n	FN: an bomb planted on or by the side of a road.
25652	improvised explosive device.n	FN: an unconventional explosive device, usually hidden or transported secretly to a target.
25653	IED.n	FN: improvised explosive device.
25654	dismounted IED.n	FN: improvised explosive designed and placed so as to injure people on foot.
25655	car bomb.n	FN: a bomb planted and detonated in a car (or similar vehicle).
25656	VBIED.n	FN: vehicle-borne improvised explosive device, esp. a car bomb.
25657	VOIED.n	FN: an explosive rigged to detonate when certain conditions are met by the intended victim.
25658	PPIED.n	FN: pressure plate IED; an explosive device which detonates when a nearby pressure plate is depressed by an intended victim.
25659	position.n	FN: the location of an entity.
25660	location.n	FN: a region identified by where something is.
25661	lift off.v	FN: elevate above the ground in preparation for flight.
25662	take off.v	FN: elevate above the ground in preparation for flight.
25663	cast off.v	FN: (of ships) be set free of moorings.
25664	station.n	FN: where one is assigned to be, especially to guard or protect.
25665	post.n	FN: an assigned location.
25666	place.n	FN: the designated location of an individual or group.
25667	station.v	FN: to assign a station to, or place in a station/position
25668	stand by.v	FN: await orders.
25669	on call.a	FN: ready for and awaiting a request.
25670	on station.a	FN: prepared to offer military support when called upon (esp. said of aircraft or ships in support of ground troops).
25671	trigger.v	FN: become active after interacting with the environment.
25672	go off.v	FN: trigger.
25673	down.v	FN: disable and cause to land or crash.
25674	shoot down.v	FN: shoot at an aircraft, forcing it to land or crash.
25675	downing.n	FN: the act of causing a aerial vehicle to become disabled and land or crash.
25676	land.v	FN: come to the ground from the air.
25677	set down.v	FN: land in a controlled fashion.
25678	touch down.v	FN: land in a controlled fashion.
25679	land.v	FN: bring a vehicle to stop on land, rather than the typical medium of travel.
25680	set down.v	FN: bring an aircraft down to the ground.
25681	on foot.adv	FN: not in a vehicle.
25682	mounted.a	FN: riding in a vehicle or on an animal.
25683	on board.a	FN: The quality of being located on or in a vehicle, often a ship or plane.
25684	(can't) help.v	FN: exert an ability to control onself from performing an action or becoming involved in a state of affairs. (In questions or with negative word, especially can' t.)
25685	hold back.v	FN: to refrain from doing something
25686	refrain.v	FN: to abstain from an impulse to say or do something (often followed by from)
25687	repress.v	FN: to suppress or keep in check (desires, feelings, actions, etc.)
25688	repression.n	FN: the act of repressing (desires, feelings, actions, etc.)
25689	resist.v	FN: to refrain or abstain from (esp. with difficulty or reluctance)
25690	resistance.n	FN: the act or power of resisting
25691	resistant.a	FN: resisting
25692	restrain.v	FN: to hold back from action; keep in check
25693	restraint.n	FN: the act of restraining or holding back
25694	suppress.v	FN: to keep in or repress (a feeling, action, behavior, etc.)
25695	suppression.n	FN: the act of suppressing (a feeling, action, behavior, etc.)
25696	board [forum].n	FN: An entity in which multiple users display information, responding to posts and creating new ones.
25697	board [white/black/chalk].n	FN: A flat, smooth surface which is written on, often with a specific implement, in order to display information. (ex. whiteboard, chalkboard)
25698	monitor.n	FN: A digital display connected to a computer.
25699	button.n	FN: An object, physical or digital, which is maniplulated (by pressing or clicking) in order to bring about some change in a device or program.
25700	board.n	FN: A device containing electrical switches and other controls and designed to control lights, sound, telephone connections, etc.
25701	knob.n	FN: A protruding, often round object connected to some larger entity which, when rotated, causes a change in the entity.
25702	switch.n	FN: An object that typically has only two modes (on/off) and is manipulated to alter a state in an entity.
25703	control.n	FN: a device used for guiding a machine
25704	switchboard.n	FN: A device that directs electricity from one source to another.
25705	police.n	FN: an organization that enforces the law.
25706	police department.n	FN: a policing organization.
25707	fire department.n	FN: a department in charge of enforcing public fire safety, response, and protection law
25708	responsibility.n	FN: the quality of having performed a certain act.
25709	responsible.a	FN: accountable for having performed an action.
25710	behind.prep	FN: have performed or orchestrated an action.
25711	suicide attack.n	FN: an attack which involves the death of the assailant.
25712	suicide bombing.n	FN: an attack with an explosive in which the bomber kills him or herself.
25713	kamikaze [attack].n	FN: an attack in which a pilot crashes the airplane into the target.
25714	suicide bomber.n	FN: an assailant who detonates a bomb, killing him- or herself and causing death or injury to those nearby.
25715	suicide attacker.n	FN: a person who attacks by employing a means that results in his or her own death.
25716	kamikaze [person].n	FN: a soldier (typically a pilot) who executes a suicide attack.
25717	RCIED.n	FN: remote control IED; an improvized bomb which is detonated at a distance by a wireless signal.
25718	CWIED.n	FN: command wire IED; an explosive device detonated at a distance via an electrical signal.
25719	command IED.n	FN: a roadside bomb rigged to detonate when it receives a remote command.
25720	common.a	FN: Related to commoners or those otherwise percieved to be of a lower social class than the person declaring the statement.
25721	plebeian.a	FN: Of or pertaining to common people with a negative connotation.
25722	humble.a	FN: Of or pertaining to common people, but with a positive connotation.
25723	pedestrian.a	FN: Of or pertaining to common people, esp. with a negative implication.
25724	low.a	FN: Of or pertaining to a social class that is low in a heirarchy.
25725	proletarian.a	FN: Of or related to the Proletariat, a term popularized by Marx to refer to the working class.
25726	vulgar.a	FN: Pertaining to ordinary or common people.
25727	working-class.a	FN: Of or pertaining to the Proletariat, in contrast to management.
25728	upper-class.a	FN: Of or pertaining to a rank high in some social heirarchy.
25729	firing point.n	FN: location from which a remote detonated bomb is activated.
25730	capture.v	FN: take under one' s control and prevent from escaping.
25731	take captive.v	FN: take into custody.
25732	secure.v	FN: take under custody.
25733	capture.n	FN: the event of taking someone or something captive.
25734	break out.v	FN: set a captive free against the wishes of the captor.
25735	free.v	FN: To release from confinement imposed.by others
25736	particular.a	COD: Denoting an individual member of a specified group or class.
25737	specific.a	COD: Clearly defined or identified.
25738	certain.a	COD: Specific but not explicitly named or stated.
25739	mutual.a	FN: being possessed by more than one individual.
25740	shared.a	FN: Used by multiple entities, for multiple purposes, or in multiple ways.
25741	common.a	FN: Jointly used or possessed by more than one individual.
25742	in common.a	"FN: A group is said to have something ""in common"" when each member of the goupr possesses that thing."
25743	collective.a	"FN: A Commonality is possessed by the Entities yet not necessarily possessed by each individual in the group. For example, ""Americans'  collective bargaining power"" does not necessarily imply that each American has bargaining power apart from the group."
25744	share.v	FN: to have a feature in common 
25745	soldier.n	COD: a person who serves in an army.
25746	marine.n	FN: a member of a marine corps.
25747	sailor.n	FN: a member of a navy.
25748	airman.n	FN: a member of the air force, especially of the US or UK.
25749	troop.n	FN: a member of the armed forces, often referring to soliders.
25750	service member.n	FN: a member of the armed forces.
25751	commando.n	FN: member of military unit designed for rapid and aggressive operations.
25752	gunner.n	FN: a member of the military who operates artillery.
25753	sniper.n	FN: a person who operates a weapon that can shoot targets from a distance or from a concealed position.
25754	signaller.n	FN: a military specialist in communications.
25755	infantryman.n	FN: a soldier trained in fighting on foot and face-to-face with the enemy.
25756	captivity.n	FN: a state of relative immobility caused by external forces.
25757	prisoner.n	FN: an individual in another' s captivity.
25758	incarcerated.a	FN: imprisoned.
25759	prison.n	"FN: (with ""in"") confined to a prison as punishment (as ""in prison"", ""go to prison"", ""out of prison"", etc.)"
25760	jail.n	"FN: incarcerated, confined to a jail as punishment (as ""in jail"", ""go to jail"", ""out of jail"", etc.)"
25761	inmate.n	FN: an incarcerated individual.
25762	serve (one's) time.v	FN: to be incarcarated for an offense.
25763	serve.v	FN: to be incarcarated for an offense; for this LU, a specific period of time must be mentionned. (See also: serve time.v)
25764	behind bars.adv	FN: in jail or prison.
25765	do time.idio	FN: (slang) be incarcerated.
25766	spring.v	FN: set free from confinement.
25767	friendly.a	FN: belonging to the same side as an assumed individual or party.
25768	hostile.a	FN: belonging to an opposing side.
25769	friendly.n	FN: a person sympathetic or aligned to another' s side (especially in military conflicts).
25770	hostile.n	FN: an individual opposed to another side (especially in military contexts).
25771	enemy.n	FN: an opposing party or individual.
25772	operation.n	FN: a set of military actions carried out with a certain goal or goals.
25773	campaign.n	FN: military operation.
25774	operate.v	FN: be militarily active or perform military actions.
25775	counter-attack.n	FN: an attack in response to a prior attack.
25776	counter-attack.v	FN: to attack another in response to their attack.
